sku,titulo,variante,Unidad,Unidades x dosis,contenido,dosis_totales,confianza,fuente,evidencia
VHMX00335,"L-Teanina, GABA y Mezcla de Hierbas Relajantes Natural Rest Plus+ de Trace Minerals | Fórmula Nocturna para Apoyar un Su",60 tabletas,Tabletas,2,60,30,alta,texto,Tomar 2 tabletas
VHMX00336,"Electrolitos en Polvo PowerPak de Trace Minerals - Vitaminas C, B6, B12 y Minerales Esenciales para potenciar la Energía",Limón,Sticks,1,30,30,alta,texto,Disolver 1 sobre
VHMX00337,"Electrolitos en Polvo PowerPak de Trace Minerals - Vitaminas C, B6, B12 y Minerales Esenciales para potenciar la Energía",Naranja,Sticks,1,30,30,alta,texto,Disolver 1 sobre
VHMX00338,"Electrolitos en Polvo PowerPak de Trace Minerals - Vitaminas C, B6, B12 y Minerales Esenciales para potenciar la Energía",Uva,Sticks,1,30,30,alta,texto,Disolver 1 sobre
VHMX00339,"Electrolitos en Polvo PowerPak de Trace Minerals - Vitaminas C, B6, B12 y Minerales Esenciales para potenciar la Energía",Frambuesa,Sticks,1,30,30,alta,texto,Disolver 1 sobre
VHMX00340,"Electrolitos en Polvo PowerPak de Trace Minerals - Vitaminas C, B6, B12 y Minerales Esenciales para potenciar la Energía",Arándano,Sticks,1,30,30,alta,texto,Disolver 1 sobre
VHMX00343,"Electrolitos en Polvo PowerPak de Trace Minerals - Vitaminas C, B6, B12 y Minerales Esenciales para potenciar la Energía",Acai,Sticks,1,30,30,alta,texto,Disolver 1 sobre
VHMX00344,"Electrolitos en Polvo PowerPak de Trace Minerals - Vitaminas C, B6, B12 y Minerales Esenciales para potenciar la Energía",Frutos Rojos,Sticks,1,30,30,alta,texto,Disolver 1 sobre
VHMX00347,"Electrolitos en Polvo PowerPak de Trace Minerals - Vitaminas C, B6, B12 y Minerales Esenciales para potenciar la Energía",Maracuyá,Sticks,1,30,30,alta,texto,Disolver 1 sobre
VHMX00348,"Electrolitos en Polvo PowerPak de Trace Minerals - Vitaminas C, B6, B12 y Minerales Esenciales para potenciar la Energía",Sandía,Sticks,1,30,30,alta,texto,Disolver 1 sobre
VHMX00451,Semilla de Uva Espectro Completo 380mg de Swanson | Potente antioxidante para protección celular | 100 cápsulas vegetale,100 cápsulas,Cápsulas,1,100,100,alta,texto,Tomar 1 cápsula
VHMX00447,"Complejo Adaptogénico a base de Ashwagandha, Rhodiola y Ginseng de Swanson | Manejo del Estrés, aumentando energía y vit",60 cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula
VHMX00453,L-Metionina 100% pura 500 mg de Swanson | Soporte antioxidante para el organismo y detoxificación | 30 cápsulas vegetale,30 cápsulas,Cápsulas,1,30,30,alta,texto,Tomar 1 cápsula
VHMX00206,Magnesio L-Treonato - Magtein 144 mg de NOW Foods | Apoyo Cognitivo para la Memoria y el Aprendizaje | 90 Cápsulas Veget,90 cápsulas,Cápsulas,3,90,30,alta,texto,Tomar 3 cápsulas
VHMX00456,Cúrcuma y Pimienta Negra 605mg de Swanson | Apoyo cardiovascular y función de las articulaciones | 60 cápsulas veganas,60 cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula
VHMX00183,Vinagre de Sidra de Manzana 450 mg de NOW Foods | 180 Cápsulas Veganas para Apoyo Digestivo y Control de Peso,180 cápsulas,Cápsulas vegetales,2,180,90,alta,texto,Tomar 1 a 2 cápsulas vegetales
VHMX00198,"Extracto de Hongos Reishi y Shiitake 270 mg, Rei-Shi Mushrooms de NOW Foods | Apoyo Inmunológico y Vitalidad | 100 Cápsu",100 cápsulas,Cápsulas,2,100,50,alta,texto,Tomar 2 cápsulas
VHMX00199,Extracto de Cardo Mariano 150 mg con Silimarina 120 mg y Cúrcuma de NOW Foods | Contribuye a la desintoxicación del híga,60 cápsulas,Cápsulas,2,60,30,alta,texto,Tomar 2 cápsulas
VHMX00460,Cáscara Premium de Psyllium 610mg de Swanson | Bienestar Digestivo - Favorece la regularidad intestinal | 100 cápsulas v,100 cápsulas,Cápsulas,1,100,100,alta,texto,Tomar 1 cápsula
VHMX00207,"Extracto de Cardo Mariano 150 mg, Silimarina (120 mg), con Cúrcuma de NOW Foods  | Apoyo a la Función Hepática | 120 Cáp",120 cápsulas,Cápsulas,2,120,60,alta,texto,Tomar 2 cápsulas
VHMX00263,Extracto de Cardo Mariano Avanzado 760mg + fosfolípidos | Promueve la desintoxicación hepática | 120 cápsulas blandas,120 cápsulas,Softgels,2,120,60,alta,texto,Tomar 2 cápsulas blandas
VHMX00200,Extracto de Cardo Mariano Doble Fuerza 300 mg de NOW Foods con Alcachofa y Diente de León | Apoya procesos naturales de,50 cápsulas,Cápsulas,1,50,50,alta,texto,Tomar 1 cápsula vegetal
VHMX00201,"Raíz de Valeriana, 500 mg de NOW Foods - Suplemento Herbal Tradicional, Ayuda para el Sueño Natural, No-GMO | 100 Cápsul",100 cápsulas,Cápsulas,2,100,50,alta,texto,Tomar 2 cápsulas
VHMX00448,Picolinato de Cromo 200 mcg de Swanson | Apoya la función metabólica | 100 y 200 cápsulas vegetales,100 cápsulas,Cápsulas,1,100,100,alta,texto,Tomar 1 cápsula
VHMX00455,Picolinato de Cromo 200 mcg de Swanson | Apoya la función metabólica | 100 y 200 cápsulas vegetales,200 Cápsulas,Cápsulas,1,200,200,alta,texto,Tomar 1 cápsula
VHMX00264,Ceramidas restauradoras de la piel 350mg de Life Extension | Contribuye a mejorar la hidratación de la piel | 30 cápsula,30 cápsulas,Cápsulas,1,30,30,alta,texto,Tomar 1 cápsula
VHMX00266,"Multivitamínico de Alta Potencia Two-Per-Day con Minerales Esenciales de Life Extension | Sin OGM, Certificado Libre de ",120 cápsulas,Cápsulas,2,120,60,alta,texto,Tomar 2 cápsulas
VHMX00267,Super Vitamina K1 + K2 2600mcg de Life Extension | Apoyo del Sistema Cardiovascular y Óseo | 90 cápsulas blandas,90 cápsulas,Softgels,1,90,90,alta,texto,Tomar 1 cápsula blanda
VHMX00461,Cúrcuma Amplio Espectro 720 mg de Swanson | Propiedades antiinflamatorias y antioxidante | 100 cápsulas vegetales,100 cápsulas,Cápsulas,1,100,100,alta,texto,Tomar 1 cápsula
VHMX00271,"Citicolina CDP 250g de Life Extension | Apoya la función Cognitiva, promoviendo la concentración y memoria | 60 cápsulas",60 cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula vegetal
VHMX00182,"Ñame Silvestre y Dong Quai, Fórmula Herbal de NOW Foods | Equilibrio Femenino, Ayuda a balancear el sistema hormonal de ",90 cápsulas,Cápsulas,1,90,90,alta,texto,Tomar 1 cápsula
VHMX00446,"Cardo Mariano 500 mg de Swanson | Propiedades hepatoprotectoras, ayudando a proteger el hígado contra el daño oxidativo ",100 cápsulas,Cápsulas,1,100,100,alta,texto,Tomar una cápsula
VHMX00185,"Ácido Caprílico 600 mg de NOW Foods - Triglicéridos de Cadena Media (MCT) 1,000 mg de Aceite MCT | Favorece la absorción",100 cápsulas,Cápsulas,1,100,100,alta,texto,Tomar 1 cápsula
VHMX00449,Complejo de Selenio Albion 200 mcg de Swanson | Favorece la función metabólica y promueve una potente acción antioxidant,90 cápsulas,Cápsulas,1,90,90,alta,texto,Tomar 1 cápsula
VHMX00186,"Complejo B + 120 mg, Cafeína Natural + Malato de Magnesio de NOW Sports | Aumenta Energía y Enfoque - 45 servicios | 90 ",90 cápsulas,Cápsulas,2,90,45,alta,texto,Tomar 2 cápsulas
VHMX00187,"Biotina 5000 mcg, Zinc, Ácido Hialurónico, Vitamina C y E, NOW Foods | Soporte Nutricional para Cabello, Piel y Uñas | 9",90 cápsulas,Cápsulas,3,90,30,alta,texto,Tomar 3 cápsulas
VHMX00452,"Complejo B Super Estrés con Vitamina C de Swanson | Promueve la función metabólica, aumentando los niveles de Energía | ",240 cápsulas,Cápsulas,1,240,240,alta,texto,Tomar 1 cápsula
VHMX00191,"Té Verde Matcha Orgánico - 85 Porciones, 85 g de NOW Foods - Apoyo Digestivo y Energético, Rico en Polifenoles y L-Teani",85g,Cucharaditas,,85,85,media,imagen,"etiqueta: Serving Size 1/2 bsp (1g), Servings About 85. Dosis es fracción (1/2 cucharadita), no expresable como entero. dosis_totales=85 confirmado. Batch traía dosis=2 que no coincide con etiqueta."
VHMX00454,Vitamina D3 400 UI de Swanson | Favorece la absorción de calcio en el cuerpo | 250 cápsulas,250 cápsulas,Cápsulas,1,250,250,alta,texto,Tomar 1 cápsula
VHMX00457,"Citrato de Magnesio en Polvo 630 mg de Swanson | Promueve la relajación muscular, y ayuda en la absorción de calcio | 24",244 g,Medidas,1,244,58,alta,imagen,"etiqueta: Serving Size 1 Scoop (4.2g), Servings Per Container 58. Corrige unidad de Cucharadas a Medidas (scoop). dosis=1, dosis_totales=58."
VHMX00459,Aceite de Ajo Concentrado 1mg de Swanson | Soporte cardiovascular - Contribuye a reforzar el sistema inmunológico | 250,250 cápsulas,Perlas,1,250,250,alta,texto,Tomar 1 perla
VHMX00462,"Extracto de Fruta de Arándano, Vitamina B12, Ácido Pantoténico, L-Metionina - Kidney Essentials de Swanson | Aporta anti",60 cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula vegetal
VHMX00463,Extracto de Frijol Blanco 500mg de Swanson | Complemento ideal para hábitos saludables | 180 cápsulas vegetales,180 cápsulas,Cápsulas,2,180,90,alta,texto,Tomar 2 cápsulas
VHMX00192,"Extracto de Cúrcuma con Meriva 500 mg de NOW Foods | Alta biodisponibilidad, apoya la flexibilidad y movilidad articular",60 cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula
VHMX00195,Raíz de Jengibre 550 mg de Now Foods |  Apoyo Digestivo y Cardiovascular | 100 Cápsulas Vegetales,100 cápsulas,Cápsulas,2,100,50,alta,texto,Tomar 2 cápsulas
VHMX00196,Raíz de Maca 750 mg de NOW Foods - Apoyo Reproductivo y Energético para Hombres y Mujeres | 90 Cápsulas Vegetales,90 cápsulas,Cápsulas,1,90,90,alta,texto,Tomar 1 cápsula vegetal
VHMX00197,Raíz de Maca 500 mg de NOW Foods - Apoyo Reproductivo y Energético para Hombres y Mujeres | 100 Cápsulas Vegetales,100 cápsulas,Cápsulas,1,100,100,alta,texto,tomar 1 cápsula
VHMX00204,"Gluconato de Zinc 50 mg de NOW Foods | Soporte Inmunológico, Funciones Enzimáticas | 100 y 250 Tabletas",100 Tabletas,Tabletas,1,100,100,alta,texto,Tomar 1 tableta
VHMX00205,"Gluconato de Zinc 50 mg de NOW Foods | Soporte Inmunológico, Funciones Enzimáticas | 100 y 250 Tabletas",250 Tabletas,Tabletas,1,250,250,alta,texto,Tomar 1 tableta
VHMX00208,"Extracto Doble Fuerza de Cardo Mariano 300 mg, Silimarina 240 mg de NOW Foods | Apoyo para la Desintoxicación y Función ",100 cápsulas,Cápsulas,1,100,100,alta,texto,Tomar 1 cápsula vegetal
VHMX00209,"Psyllium Husk  500 mg de NOW Foods | Bienestar Intestinal, Fibra Soluble Natural para la Regularidad Intestinal | 200 Cá",200 cápsulas,Cápsulas,3,200,66.7,alta,texto,Tomar 3 cápsulas
VHMX00139,"Enzimas Digestivas para Lácteos de Now Foods, Dairy Digest Complete | Ayuda a la digestión de la lactosa, proteínas y gr",90 cápsulas,Cápsulas,1,90,90,alta,texto,Tomar 1 cápsula
VHMX00467,"Ultra Selenio 200 mcg de Swanson |  Protección antioxidante, fortalece el sistema inmunológico y ayuda a regular la func",60 cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula vegetal
VHMX00466,Maca 500 mg de Swanson |  Ayuda a mejorar el estado de ánimo y el enfoque | 60 cápsulas vegetales,60 cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula
VHMX00468,P-5-P (piridoxal-5-fosfato) Doble Concentración 40 mg de Swanson | Apoyo cardiovascular y promueve el metabolismo energé,60 cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula
VHMX00469,"Ácido Alfa Lipoico 300mg de Swanson | Apoyo de la función metabólica, ayudando a regular los niveles de azúcar en sangre",120 cápsulas,Cápsulas,1,120,120,alta,texto,Tomar 1 cápsula
VHMX00470,Resveratrol 250 mg de Swanson | Apoyo cardiovascular y potente antioxidante | 30 cápsulas vegetales,30 cápsulas,Cápsulas,1,30,30,alta,texto,Tomar 1 cápsula
VHMX00287,Equinácea + Astrágalo + Reishi 1200mg de Nature's Way  | Contribuye a reforzar el sistema inmunológico - Propiedades ant,100 cápsulas,Cápsulas,3,100,33.3,alta,texto,Tomar 3 cápsulas
VHMX00288,Vitamina D3 y Calcio Alive! Gomas de Fruta con Mezcla de Vegetales Orchard 100mg | Soporte Óseo e Inmunológico | 60 Gomi,60 gomitas,Gomitas,2,60,30,alta,texto,Masticar 2 gomitas
VHMX00289,"Probiótico Fortify + Prebióticos para mujeres mayores de 50 años, 30 mil millones CFU de Nature's Way con 10 cepas | 30 ",30 cápsulas,Cápsulas,1,30,30,alta,texto,Tomar 1 cápsula
VHMX00290,"Probiótico + prebióticos para mujeres, 30 mil millones de cultivos vivos, 10 cepas de Nature's Way | Apoyo para el Biene",30 cápsulas,Cápsulas,1,30,30,alta,texto,Tomar 1 cápsula
VHMX00291,Cascara Sagrada 270mg de Nature's Way  para el Bienestar Digestivo y la Detoxificación | 100 cápsulas veganas,100 cápsulas,Cápsulas,1,100,100,alta,texto,Tomar 1 cápsula
VHMX00292,Raíz de Ñame silvestre 850mg de Nature's Way  | Equilibrio hormonal femenino | 100 cápsulas veganas,100 cápsulas,Cápsulas,2,100,50,alta,texto,Tomar 2 cápsulas
VHMX00293,Inositol 500 mg de Nature's Way  | Contribuye a aliviar el estrés y la ansiedad | 100 cápsulas veganas,100 cápsulas,Cápsulas,1,100,100,alta,texto,Tomar 1 cápsula
VHMX00294,Potasio 99mg de Nature's Way  | Apoyo Cardiovascular y Metabólico | 100 cápsulas veganas,100 cápsulas,Cápsulas,1,100,100,alta,texto,Tomar 1 cápsula
VHMX00295,Complejo de Calcio y Magnesio 750mg de Nature's Way  | Contribuye en la función Ósea y Muscular | 250 cápsulas veganas,250 cápsulas,Cápsulas,3,250,83.3,alta,texto,Tomar 3 cápsulas
VHMX00296,Extracto de Boswellia Premium 307mg de Nature's Way  | Fortalecimiento de las articulaciones | 60 cápsulas veganas,60 cápsulas,Tabletas,1,60,60,alta,imagen,"etiqueta: Serving Size 1 Tablet, Boswellia 307mg. Sin Servings per Container visible; calculado: 60÷1=60. Batch decía Tabletas pero el título dice cápsulas veganas — la etiqueta confirma 'Tablet'."
VHMX00297,"Extracto de Raíz de Cohosh Negro + Fórmula AM/PM de Nature’s Way | Bienestar femenino, apoya el equilibrio emocional | 6",60 tabletas,Tabletas,1,60,60,alta,texto,Tomar 1 tableta
VHMX00298,Micro Alga Espirulina 760mg de Nature's Way  | Apoyo del Sistema Inmunológico | 100 cápsulas veganas,100 cápsulas,Cápsulas,2,100,50,alta,texto,Tomar 2 cápsulas
VHMX00299,"Mezcla de Aloe Vera, 340g de Nature's Way para el Bienestar Digestivo | 100 cápsulas veganas",100 cápsulas,Cápsulas,1,100,100,alta,texto,Tomar 1 cápsula
VHMX00300,Clorofila Líquida 132mg de Nature's Way  | Sabor a menta natural - Fortalece el Sistema Inmune | 480ml,480 ml,Cucharadas,2,480,16,alta,imagen,"etiqueta: Serving Size 2 Tablespoons (1 fl oz / 30mL), Servings per Container 16. Confirma batch. dosis_totales=16."
VHMX00302,GABA 250 mg de Nature's Way  | Contribuye a aliviar el estrés y la ansiedad | 60 cápsulas veganas,60 cápsulas,Cápsulas,1,60,60,alta,texto,Tomar 1 cápsula
VHMX00303,Extracto de Regaliz Deglicirrizado (DGL) 75 mg con Glicina de Nature's Way | Ayuda en el alivio de la acidez estomacal |,100 cápsulas,Tabletas masticables,3,100,33,alta,imagen,"etiqueta: Serving Size 3 Chewable Tablets, Servings per Container 33. Confirma batch. dosis_totales=33."
VHMX00304,Raíz de Astrágalo 1410mg de  Nature's Way | Contribuye a fortalecer el sistema inmunológico | 100 cápsulas veganas,100 cápsulas,Cápsulas,3,100,33.3,alta,texto,Tomar 3 cápsulas
VHMX00305,Raíz de Remolacha 1000mg de Nature's Way  | Apoyo Cardiovascular y Promueve la circulación sanguínea | 100 cápsulas vega,100 cápsulas,Cápsulas,2,100,50,alta,texto,Tomar 2 cápsulas
VHMX00307,Complejo de Vitaminas B - Multivitamínico en Gomitas para Mujeres |  Energía y Apoyo para el Metabolismo y Cabello | 130,130 gomitas,Gomitas,2,130,65,alta,texto,Masticar 2 gomitas
VHMX00308,"Vitaminas B, Multivitamínico para Mujeres 50+ | Energía y Fortalecimiento Óseo | 130 Gomitas de  Alive! Nature's Way",130 gomitas,Gomitas,2,130,65,alta,texto,Tomar 2 gomitas
VHMX00309,Raíz de Eleuthero Siberiano 1275mg de Nature's Way  | Contribuye a reducir la ansiedad y estrés | 100 cápsulas veganas,100 cápsulas,Cápsulas,3,100,33.3,alta,texto,Tomar 3 cápsulas
VHMX00310,Multivitamínico Completo para Hombres con Extractos de Frutas y Verduras 100mg - Alive! Nature's Way | Fortalecimiento d,50 cápsulas,Tabletas,1,50,50,alta,imagen,etiqueta: Serving Size 1 Tablet (Alive! Men's 50+). Confirma batch. dosis_totales calculado: 50÷1=50.
VHMX00311,"Multivitamínico completo para mujeres 100mg de Alive! Nature's Way, 100% de vitaminas y minerales | Fortalece el sistema",50 cápsulas,Tabletas,1,50,50,media,imagen,Solo imagen frontal disponible (img_0): '50 Tablets'. No se pudo leer tabla nutricional. Batch decía Tabletas/1/50 — coherente con frontal. dosis_totales calculado: 50÷1=50.
VHMX00312,"Colina 55mg y Fosfatidilserina 25mg, Brain Builder de Nature's Way | Apoya la memoria y el aprendizaje | 60 gomitas sabo",60 gomitas,Gomitas,2,60,30,media,imagen,Solo imagen frontal (img_0): '60 Gummies'. Sin tabla nutricional visible. Dosis 2 gomitas es estándar para este tipo de producto kids; dosis_totales estimado 60÷2=30. Confianza media por falta de etiqueta.
VHMX00313,"Raíz de Kudzu 1226mg de Nature's Way  | Apoya el equilibrio hormonal femenino, aliviando los síntomas de la menopausia |",50 cápsulas,Cápsulas,2,50,25,alta,texto,Tomar 2 cápsulas
VHMX00314,"Hoja de bálsamo de limón Melissa 1500mg de Nature's Way | Promueve la mejora del sueño y el descanso, relajando cuerpo y",100 cápsulas,Cápsulas,3,100,33.3,alta,texto,Tomar 3 cápsulas
VHMX00665,Berberina + Magnesio 700mg de WU Nutrition | Apoyo en la regulación del azúcar en sangre | 120 cápsulas vegetales,120 cápsulas,Cápsulas,2,120,60,alta,texto,Tomar 2 cápsulas
VHMX00666,Probióticos 60 Billones 700mg de WU Nutrition |  Promueve el Bienestar intestinal y de la piel  | 120 cápsulas vegetales,120 cápsulas,Cápsulas,2,120,60,alta,texto,Tomar 2 cápsulas
VHMX00668,"Colágeno Hidrolizado + Biotina y Vitaminas A, B, D, E, K 700mg Querida de Wu Nutrition | Fortalece uñas, cabello y energ",120 cápsulas,Cápsulas,2,120,60,alta,texto,Tomar 2 cápsulas
VHMX00671,Myo Inositol y D-Chiro Inositol Andrés Plus de WU Nutrition | Apoyo para fertilidad y SOP | 120 cápsulas vegetales,120 cápsulas,Cápsulas,1,120,120,alta,texto,Tomar 1 cápsula
VHMX00673,Vitamina D3 400 UI + Aceite de Cártamo 0.25g Activa de WU Nutrition  | Contribuye a fortalecer los huesosy mantener un s,250 cápsulas,Softgels,1,250,250,alta,texto,Tomar 1 cápsula blanda
VHMX00315,DIM-plus 100mg de  Nature's Way  | Promueve el equilibrio hormonal y la desintoxicación del cuerpo | 60 cápsulas veganas,60 cápsulas,Cápsulas,2,60,30,alta,texto,Tomar 2 cápsulas
VHMX00674,"Citrato, Óxido y Gluconato de Magnesio + Mora azul 600mg Magnífico de WU Nutrition | Contribuye a mejorar la calidad del",120 cápsulas,Cápsulas,1,120,120,alta,texto,Tomar 1 cápsula
VHMX00675,Resveratrol + Açaí + Semillas de Uva + Magnesio con Vitamina C y Pimienta 700mg de WU Nutrition | Su composición contrib,120 cápsulas,Cápsulas,2,120,60,alta,texto,Tomar 2 cápsulas
VHMX00318,Fruta de Arándano 930mg de Nature's Way  | Ayuda a prevenir infecciones del tracto urinario  | 180 cápsulas veganas,180 cápsulas,Cápsulas,2,180,90,alta,texto,Tomar 2 cápsulas
VHMX00319,Colina + Inositol 1.000mg de Nature's Way  | Contribuye a favorecer la memoria y el aprendizaje | 100 cápsulas veganas,100 cápsulas,Cápsulas,2,100,50,alta,texto,Tomar 2 cápsulas
VHMX00681,"Creatina + BCAA´s + Vitaminas A,B, D, E y K 600mg Alpha de WU Nutrition | Ayuda a mejorar tu fuerza y resistencia, ademá",120 cápsulas,Cápsulas,1,120,120,alta,texto,Tomar 1 cápsula
VHMX00320,Complejo de Magnesio 500mg de Nature's Way  | Contribuye a mejorar la función muscular | 100 cápsulas veganas,100 cápsulas,Cápsulas,2,100,50,alta,texto,Tomar 2 cápsulas
VHMX00322,Mezcla Premium de hierbas con Arándano 1260mg de Nature's Way  | Promueve la función del tracto urinario | 100 cápsulas,100 cápsulas,Cápsulas,3,100,33.3,alta,texto,Tomar 3 cápsulas
